REF_DATE;PARTNER_ID;STATUS;PD;COUNTRY;RATING_MODEL;NACE;COMPANY_SIZE
30.6.2023;jiewh611hw5280;P;0.0026912;BG;PB*B20;9700;0
30.6.2023;xdpwj579wx6729;P;0.0354913;BG;PB*B20;9700;0
30.6.2023;fyynq154qb9644;P;0.1065029;BG;PB*B20;9700;0
30.6.2023;oibzi240yz4390;P;0.0028998;BG;PB*B20;9700;0
30.6.2023;clasu952ge8736;P;0.0141624;BG;PB*B20;9700;0
30.6.2023;exbbz799nv1712;P;0.0053867;BG;PB*B20;9700;0
30.6.2023;lgciw737lk8155;P;0.0096863;BG;PB*B20;9700;0
30.6.2023;oihhv204cb8016;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;iuprh560ao6380;P;0.0671031;BG;PB*B20;9700;0
30.6.2023;qxagw236mq9208;P;0.0492514;BG;PB*B20;9700;0
30.6.2023;oesex871jj3354;D;1;BG;PB*B20;9700;0
30.6.2023;dcfzr674xs9234;P;0.0229328;BG;PB*B20;9700;0
30.6.2023;hlbfm223xq8407;P;0.0026798;BG;PB*B20;9700;0
30.6.2023;jetvx116yb6684;P;0.0267788;BG;PB*B20;9700;0
30.6.2023;ljrmz890mj1519;P;0.1688613;BG;PB*B20;9700;0
30.6.2023;fdmin349jb4470;P;0.0096218;BG;PB*B20;9700;0
30.6.2023;ohvjt582dz8973;P;0.043831;BG;PB*B20;9700;0
30.6.2023;hfeoo492pq5221;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;wbbrz605gx4361;D;1;BG;PB*B20;9700;0
30.6.2023;twjad285wo2665;P;0.0024282;BG;PB*B20;9700;0
30.6.2023;llimt101yb4919;P;0.020649;BG;FJHB10;1722;6.35647787
30.6.2023;dheco295gs8688;P;0.0139266;BG;FJHB10;4711;45.500049
30.6.2023;rkwnm171oc9733;P;0.0101551;BG;CJHB10;1013;23.42877485
30.6.2023;axknu549za2276;P;0.0257464;BG;FJHB10;4675;47.31720813
30.6.2023;nkyqd217ac4707;P;0.005296;BG;CJHB10;4645;32.69199151
30.6.2023;vlbdt357zp9070;P;0.0048438;BG;SJIB10;9700;0
30.6.2023;uvsgt498zk9248;P;0.0069294;BG;FJHB10;6420;0.14725431
30.6.2023;vbyki703xh3482;P;0.0318193;BG;PB*B20;9700;0
30.6.2023;jnluf133wv7020;P;0.0025661;BG;PB*B20;9700;0
30.6.2023;nqixh808lc2329;P;0.0056507;BG;CJHB10;1102;11.59729979
30.6.2023;ferui990sb1271;P;0.0052284;BG;SJIB10;9700;0
30.6.2023;vfziz280zi8684;P;0.0041247;BG;PB*B20;9700;0
30.6.2023;fffas134of2350;P;0.0050517;BG;PB*B20;9700;0
30.6.2023;dxtka907fg1143;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;yasdp467wj1441;P;0.019745;BG;PB*B20;9700;0
30.6.2023;gcudr712zy7410;P;0.0020017;BG;PB*B20;9700;0
30.6.2023;mqwdz496fl3877;P;0.0084405;BG;CJHB10;2511;1.88618459
30.6.2023;nhxrw825tx8996;P;0.0079135;BG;FJHB10;4690;10.32007314
30.6.2023;tdonj650fv2515;P;0.0048788;BG;CJHB10;2899;3.41701589
30.6.2023;sfgdz867tp3467;P;0.0660568;BG;FJHB10;2599;8.70947908
30.6.2023;fhbzq731zy1634;P;0.0038771;BG;PB*B20;9700;0
30.6.2023;kpero249gw9866;P;0.0042377;BG;FJHB10;3312;8.36741959
30.6.2023;tpkxm206vf4558;P;0.0093014;BG;CJHB10;4776;2.23642488
30.6.2023;uwsyo142mj2028;P;0.0085918;BG;FJHB10;4635;227.3780444
30.6.2023;bdukq132xw9346;P;0.0033046;BG;SJIB10;9700;0
30.6.2023;psdvb701yq4676;P;0.0155407;BG;PB*B20;9700;0
30.6.2023;moepy572gr6442;P;0.0037303;BG;CJHB10;4646;19.29951847
30.6.2023;nczwp214kz1255;P;0.0038771;BG;PB*B20;9700;0
30.6.2023;ndmnw475ak1097;P;0.0059485;BG;PB*B20;9700;0
30.6.2023;bmgpg899no7745;P;0.0050336;BG;PB*B20;9700;0
30.6.2023;eovwv553ln9672;P;0.0079512;BG;CJHB10;1712;34.60067329
30.6.2023;njrbz411wb5947;P;0.0016585;BG;FJHB10;4617;14.37467976
30.6.2023;bpfhe332tq7833;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;xabsn508cb3421;P;0.0083817;BG;PB*B20;9700;0
30.6.2023;mfpwo844zg7113;P;0.0112968;BG;FJHB10;1623;2.25687687
30.6.2023;xuogk893xp3236;P;0.0013329;BG;PB*B20;9700;0
30.6.2023;yhjcq861dg3691;P;0.1959484;BG;PB*B20;9700;0
30.6.2023;zoesv326fz3022;P;0.0053253;BG;FJHB10;4941;2.2052356
30.6.2023;fwwyl129tl9972;P;0.0065316;BG;FJHB10;4941;8.14244772
30.6.2023;zmcjo185gh2585;P;0.1000798;BG;PB*B20;9700;0
30.6.2023;awhzl942it9439;P;0.0145044;BG;CJIB10;3109;5.69587865
30.6.2023;fxkdt955lv5637;P;0.0081799;BG;FJHB10;4690;3.26311468
30.6.2023;hbtth873qp5339;P;0.0053662;BG;FJHB10;0111;2.53195611
30.6.2023;xasup451qa6594;P;0.0141378;BG;FJHB10;6202;1.92146427
30.6.2023;kanlt171ch7911;P;0.0247227;BG;FJHB10;4776;6.57889323
30.6.2023;tdnmu282um3665;P;0.0142311;BG;PB*B20;9700;0
30.6.2023;qqzqc183ch6993;P;0.0067269;BG;FJHB10;3230;31.65660962
30.6.2023;fdoay827hd1703;P;0.0167031;BG;FJHB10;4639;8.20278108
30.6.2023;fzqdf735uz5171;P;0.0017877;BG;PB*B20;9700;0
30.6.2023;ubdev957mg8637;P;0.0081612;BG;CJIB10;4690;3.66908664
30.6.2023;fgbgq419ne2682;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;knrwa674kl8114;P;0.0059485;BG;PB*B20;9700;0
30.6.2023;okuyr134wz8815;D;1;BG;PB*B20;9700;0
30.6.2023;famfp270rh3933;P;0.0152136;BG;CJHB10;3311;11.32017535
30.6.2023;fnyha846uk5979;P;0.0277089;BG;PB*B20;9700;0
30.6.2023;qokgm919df2119;D;1;BG;CJIB10;0147;1.8672665
30.6.2023;pahhe867qr7241;P;0.0100756;BG;CJHB10;4711;8.91655546
30.6.2023;wacqx215vg7230;P;0.0935146;BG;PB*B20;9700;0
30.6.2023;sbctb637cn7429;P;0.0175434;BG;CJHB10;4742;9.13999343
30.6.2023;bxkbd574vm8353;P;0.0327971;BG;FJHB10;4612;60.4939127
30.6.2023;lnmmn173xw4963;P;0.0052855;BG;FJHB10;4753;3.0529705
30.6.2023;iague231an5944;P;0.002239;BG;CJHB10;5610;2.49667643
30.6.2023;izvym318bn8881;P;0.0050572;BG;FJHB10;1012;2.25074127
30.6.2023;vuhpz233dz9673;D;1;CY;AUSF00;3514;58.722
30.6.2023;zipzl539kb3721;D;1;BG;CJIB10;4661;0.73831676
30.6.2023;amrxl216wk3097;P;0.023583;BG;SJIB10;4771;0
30.6.2023;ugeym952nw1431;P;0.0064535;BG;PB*B20;9700;0
30.6.2023;cfuee954ay6191;P;0.0332579;BG;SAJB10;4941;0.21065547
30.6.2023;wgyec292eg5614;P;0.0059724;BG;CJHB10;4661;57.31107207
30.6.2023;fjgrk160jk1109;P;0.0025571;BG;PB*B20;9700;0
30.6.2023;ejwao445an5133;P;0.0532501;BG;FJHB10;4643;3.92217999
30.6.2023;gjmdh116cq9900;P;0.010189;BG;FJHB10;4941;1.89794448
30.6.2023;gpvaq808yh4127;P;0.0208799;BG;FKBG30;2931;1.15093562
30.6.2023;cwxlo723hp9823;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;yymry447zr4757;P;0.0073113;BG;FJHB10;2222;31.99304482
30.6.2023;tnfxb218zm8219;P;0.0872882;BG;PB*B20;9700;0
30.6.2023;kiceb144ln6718;P;0.0076569;BG;SJIB10;4941;1.33500351
30.6.2023;wveux493az5706;P;0.0184651;BG;FJHB10;8292;4.16760385
30.6.2023;nildd284wy4479;P;0.0125706;BG;CJHB10;4531;48.41496859
30.6.2023;zehhm279lp8930;D;1;BG;SAJB10;0147;0.11095203
30.6.2023;hijlb298it2732;P;0.0134638;BG;FJHB10;4690;15.04448237
30.6.2023;ufhha957kh1168;P;0.2230354;BG;PB*B20;9700;0
30.6.2023;vxuay756us1347;P;0.0133916;BG;FJHB10;4673;1.74148677
30.6.2023;nfxiy722ki2247;P;0.0514991;BG;PB*B20;9700;0
30.6.2023;tozua880pk1345;P;0.0082631;BG;SJIB10;9700;0
30.6.2023;bksvz533mt6047;P;0.346913;BG;PB*B20;9700;0
30.6.2023;yxaih168we8070;P;0.0128718;BG;CJHB10;2363;2.85202972
30.6.2023;jskng747tq3527;P;0.0048042;BG;CBIB10;4646;3.11995076
30.6.2023;vadil604uu9368;P;0.3107705;BG;PB*B20;9700;0
30.6.2023;lxdsx452up4171;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;vcwoc408my8943;P;0.0173872;BG;CJIB10;7311;3.84855284
30.6.2023;llidj801qp7491;P;0.2081592;BG;PB*B20;9700;0
30.6.2023;izzyg755gu7907;P;0.0095098;BG;PB*B20;9700;0
30.6.2023;bklnx663hr5723;P;0.011727;BG;FJHB10;4621;3.7493607
30.6.2023;tcwll233ey4210;P;0.007103;BG;SAJB10;5229;0.30882501
30.6.2023;vtzrq178cu4793;P;0.0083415;BG;PB*B20;9700;0
30.6.2023;alyjg389oo9390;P;0.0017913;BG;FJHB10;2015;351.0317864
30.6.2023;iafmh261es1461;P;0.0184947;BG;FJHB10;4675;2.33050403
30.6.2023;rsxje782gy7705;P;0.0069294;BG;CJHB10;4729;4.2540135
30.6.2023;jmuwl597ds6244;P;0.0069078;BG;CJIB10;3230;6.18979416
30.6.2023;xdoec124dc3163;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;jjmlw580mg6468;P;0.0034793;BG;CJHB10;4638;3.92371389
30.6.2023;inbmc462fm8601;P;0.0051882;BG;FJHB10;4638;1.98384283
30.6.2023;esjjf924mv7793;P;0.0059019;BG;SAJB10;4120;2.40464248
30.6.2023;jhkpl475te9788;P;0.1171854;BG;PB*B20;9700;0
30.6.2023;nwfox848yh7382;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;aiakl556vy9977;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;zlbve752gf6520;P;0.0105726;BG;FJHB10;0111;1.81664783
30.6.2023;xlbyi667sj5588;P;0.0044165;BG;PB*B20;9700;0
30.6.2023;htfts285sz4508;P;0.0725998;BG;PB*B20;9700;0
30.6.2023;lotyl910mj5137;P;0.0048438;BG;SJIB10;9700;0
30.6.2023;htqex221ar9542;P;0.060535;BG;CJIB10;7912;0.43255954
30.6.2023;yopcj643cw3553;D;1;BG;AUSF00;1011;2.49156343
30.6.2023;elsdx268zk4409;P;0.0239104;BG;CJHB10;4646;9.76326777
30.6.2023;ckiek794po3574;P;0.0139219;BG;CJHB10;4120;3.7401573
30.6.2023;swoxk363rh2895;P;0.0045606;BG;CJHB10;4621;5.39676833
30.6.2023;ixdlc342hy7569;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;bilyj875fa4778;P;0.0051176;BG;CBIB10;5510;1.08957966
30.6.2023;nktfe622qz6657;P;0.0226549;BG;PB*B20;9700;0
30.6.2023;pppli417ky8407;P;0.0104127;BG;CJHB10;4941;2.49054083
30.6.2023;ipilo738sc8643;P;0.0015368;BG;PB*B20;9700;0
30.6.2023;owzyw259zm9244;P;0.0099099;BG;FJHB10;0111;1.81664783
30.6.2023;yfohl176cd2216;P;0.0021749;BG;PB*B20;9700;0
30.6.2023;clswn616wq5272;P;0.0022103;BG;PB*B20;9700;0
30.6.2023;zykrx553lp8808;D;1;BG;AUSF00;4941;0.07055935
30.6.2023;bfmnb135xt4711;D;1;BG;SAJB10;4941;0.02045198
30.6.2023;mntrn438ei4792;P;0.0130373;BG;SJIB10;4941;0.1533899
30.6.2023;ihvsm636zn7354;P;0.0064535;BG;PB*B20;9700;0
30.6.2023;qzrez643sf2689;P;0.0145385;BG;PB*B20;9700;0
30.6.2023;klikj916kg2392;P;0.0022103;BG;PB*B20;9700;0
30.6.2023;buxip171on9322;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;cvgex368ta3743;P;0.004157;BG;SJIB10;4752;0.00971469
30.6.2023;uqovm831sp5707;P;0.083065;BG;CJHB10;4299;1.99509142
30.6.2023;khefe457sl4318;P;0.0082931;BG;CJHB10;4941;13.70232066
30.6.2023;aduri121ua5989;P;0.0038771;BG;PB*B20;9700;0
30.6.2023;zzphj917ps6182;P;0.0077909;BG;FJHB10;4711;1.57940477
30.6.2023;bamrn248oi2776;P;0.0023754;BG;PB*B20;9700;0
30.6.2023;rqezi313dc2210;P;0.0069682;BG;SAJB10;4531;0.23161876
30.6.2023;heclv435aj3241;P;0.0038771;BG;PB*B20;9700;0
30.6.2023;hdtlx957tt9436;P;0.0592913;BG;PB*B20;9700;0
30.6.2023;eopwm699qj4765;P;0.0112015;BG;SJIB10;4941;0.03783617
30.6.2023;olqub990zj3884;P;0.0042357;BG;PB*B20;9700;0
30.6.2023;iczvq202xd2275;P;0.017055;BG;FJHB10;1071;2.02679201
30.6.2023;igpon635mz7206;P;0.0076569;BG;SJIB10;7490;0.09561304
30.6.2023;dxtwh712np5232;P;0.0052284;BG;SJIB10;9329;0.12066672
30.6.2023;pgbce291rc8065;P;0.0052284;BG;SJIB10;4759;0.20963287
30.6.2023;stthh355gg3560;P;0.0096218;BG;SJIB10;4633;1.44339905
30.6.2023;cagtv329kq3505;P;0.0027635;BG;CJIB10;4531;29.6410662
30.6.2023;dwztk774bv1808;P;0.0089169;BG;SJIB10;6201;0.07311585
30.6.2023;ekxhz170oe8718;P;0.0110843;BG;FJHB10;1051;0
30.6.2023;whytj616ow2873;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;nwguq160yu1220;P;0.0162585;BG;FJHB10;4211;3.47377016
30.6.2023;pxtbe718os9786;P;0.0014197;BG;FJHB10;2042;4.68861824
30.6.2023;skhgp289yo9688;P;0.0143501;BG;SAJB10;4941;0.39216686
30.6.2023;xecbo648ei6561;P;0.0175431;BG;FJHB10;4673;12.83720156
30.6.2023;ljvyh415mm2340;P;0.012127;BG;CJHB10;4675;3.70027592
30.6.2023;xgtiv274sh4414;P;0.0042002;BG;CJHB10;4645;32.69199151
30.6.2023;hpdbz228id8443;P;0.0378305;BG;FJHB10;4120;2.12291635
30.6.2023;sbsue152wi3903;P;0.0070199;BG;PB*B20;9700;0
30.6.2023;jpbtu391kx7375;P;0.0783177;BG;PB*B20;9700;0
30.6.2023;xdhtg614cz4300;P;0.0086805;BG;FJHB10;4669;3.32600454
30.6.2023;rztnl431sr5332;P;0.112448;BG;CJIB10;4211;34.2514556
30.6.2023;qnxse593ym3869;P;0.0046206;BG;PB*B20;9700;0
30.6.2023;jvnrw270rq9247;P;0.0128718;BG;CJHB10;0141;1.88107159
30.6.2023;fqzjw346ly5043;P;0.0022103;BG;PB*B20;9700;0
30.6.2023;itjyu252wp3227;P;0.0027086;BG;CJHB10;4671;33.29379126
30.6.2023;rjdfr208ii9082;P;0.0048647;BG;CJHB10;4671;8.52336599
30.6.2023;nqmiw770yz2167;P;0.0127526;BG;FJHB10;4941;2.3698741
30.6.2023;tlduw375ta6498;P;0.006091;BG;SJIB10;4939;2.60404937
30.6.2023;aoxfb273wz6440;P;0.0069294;BG;CJHB10;4673;2.46855495
30.6.2023;topcp857sw1170;P;0.0022401;BG;CJHB10;4399;4.19623663
30.6.2023;vrpep293ij2665;P;0.0097749;BG;CJHB10;4531;1.65507712
30.6.2023;wdgrk778al7842;P;0.0137528;BG;CJHB10;4649;6.3017688
30.6.2023;wnavn705aj7630;P;0.0059485;BG;PB*B20;9700;0
30.6.2023;vqtuo279km3873;P;0.0325048;BG;CJIB10;2030;0
30.6.2023;qpnnv303qr7379;P;0.0107687;BG;FJHB10;4329;1.53696689
30.6.2023;biefl103vs6482;P;0.0085785;BG;FJHB10;4673;1.74148677
30.6.2023;hmaxd758ip3345;P;0.023842;BG;SJIB10;4120;0.88557108
30.6.2023;hglnp406ry3380;P;0.0249873;BG;PB*B20;9700;0
30.6.2023;dnpiu831xp1761;P;0.0065228;BG;FJHB10;5610;8.16187711
30.6.2023;gtjvr631qy7601;P;0.0078101;BG;FJHB10;4211;1.8580631
30.6.2023;pania918rk9427;P;0.0067052;BG;FJHB10;4771;13.38582614
30.6.2023;jrxoe656ef4939;P;0.0953411;BG;SJIB10;4619;1.46589623
30.6.2023;vqatj427hy7336;P;0.0090137;BG;CJHB10;8020;2.53758041
30.6.2023;csrzk316bf4704;P;0.0171746;BG;FJHB10;4649;3.47683795
30.6.2023;wmgrb708nc3423;P;0.002249;BG;PB*B20;9700;0
30.6.2023;cphrp916or6022;P;0.0102184;BG;CJHB10;1107;0.14367521
30.6.2023;fnwos490nn5104;P;0.003341;BG;CJIB10;3511;0.5051641
30.6.2023;uklhl999oh4800;P;0.0051014;BG;FJHB10;2221;1.8739134
30.6.2023;pamwn160id8833;P;0.0056603;BG;FJHB10;6820;3.66806404
30.6.2023;eqdnr842qo8968;P;0.0018633;BG;PB*B20;9700;0
30.6.2023;iuqup840jm1074;P;0.0090135;BG;FJHB10;4673;6.48225759
30.6.2023;osspi236tb8536;P;0.0328816;BG;CJHB10;4120;1.27313625
30.6.2023;tmphg364bp1498;P;0.0065278;BG;FJHB10;4339;9.15277592
30.6.2023;ctlqy510hq5242;P;0.006411;BG;FJHB10;4791;3.59801598
30.6.2023;zpnab218ny3813;P;0.0111512;BG;FJHB10;4791;5.84108777
30.6.2023;mglnk636fs6597;P;0.027549;BG;FJHB10;5610;2.29931475
30.6.2023;efwwo211ei9749;P;0.0257339;BG;PB*B20;9700;0
30.6.2023;eksbc946eg1986;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;qhsii822sj1227;P;0.0031487;BG;PB*B20;9700;0
30.6.2023;uxube203hh2568;P;0.0444154;BG;CJHB10;6832;1.88567329
30.6.2023;fdaft285mx9588;P;0.0109127;BG;FJHB10;4941;7.3115857
30.6.2023;pyyga444de9118;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;ierqn483tl3784;P;0.0038771;BG;PB*B20;9700;0
30.6.2023;owcmo339rx8227;P;0.0094443;BG;CJHB10;2363;0.92136205
30.6.2023;bpiyt793vg7586;P;0.0088228;BG;PB*B20;9700;0
30.6.2023;fxjvv592ck6500;P;0.0022103;BG;PB*B20;9700;0
30.6.2023;hmmhv350ju9018;P;0.1468624;BG;FJHB10;4741;1.97515074
30.6.2023;alpyu455ix6618;P;0.0064812;BG;CJHB10;4624;1.83761112
30.6.2023;ebsiy788yy8641;P;0.0130373;BG;SJIB10;4120;0.01687289
30.6.2023;fhwfj496tl4015;P;0.0119978;BG;CJHB10;2016;24.88751289
30.6.2023;epmvf841rw1559;P;0.0065915;BG;PB*B20;9700;0
30.6.2023;rkgjp483uz5734;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;uvegd390fo2482;P;0.0060497;BG;FJHB10;4941;2.56825839
30.6.2023;ykpka707od3422;P;0.0094443;BG;FJHB10;4511;73.81224729
30.6.2023;oouan306hp7297;P;0.0134341;BG;FKBG30;4759;6.8135798
30.6.2023;idyfm927gz7825;P;0.0106624;BG;FKBG30;4690;5.04039244
30.6.2023;vezkr553nm1957;P;0.0064015;BG;FJHB10;4690;22.37549747
30.6.2023;ruzop663gq2805;P;0.0489516;BG;FJHB10;1013;1.5211166
30.6.2023;oxbak172iq3564;P;0.0159366;BG;FKBG30;4291;8.20022458
30.6.2023;iylry951up5359;P;0.023573;BG;FJHB10;4643;5.20042924
30.6.2023;axxoz766us7172;P;0.0087074;BG;FJHB10;4671;8.52336599
30.6.2023;mgcdk723ct1832;P;0.0088129;BG;FJHB10;4120;40.02198401
30.6.2023;jmjco176gk4802;P;0.0072481;BG;SAJB10;4120;2.26301247
30.6.2023;ggkvt210yy9576;P;0.0032344;BG;PB*B20;9700;0
30.6.2023;lyfum187oj4854;P;0.0037303;BG;CJHB10;4719;0.00051129
30.6.2023;nzoxu665yu6097;P;0.0069294;BG;CJHB10;6820;0.19224868
30.6.2023;ybnip678ll5660;P;0.004788;BG;FJHB10;4669;8.09336295
30.6.2023;ubdra871ym1107;P;0.0039471;BG;PB*B20;9700;0
30.6.2023;ayfmm480ej4973;P;0.0183088;BG;CJHB10;4635;36.87544566
30.6.2023;aioox947fw3541;P;0.0103169;BG;FJHB10;4639;3.25033219
30.6.2023;buuif994xz8988;P;0.0091312;BG;SAJB10;4673;0.09459044
30.6.2023;xmnid660kc2104;P;0.0476349;BG;FJHB10;4621;154.7918938
30.6.2023;wrzwy920kk8225;P;0.0062506;BG;SJIB10;0111;1.81664783
30.6.2023;mzplj400pw2837;D;1;BG;SAJB10;7490;0.47295222
30.6.2023;tvjhf508yi2012;P;0.0109127;BG;FJHB10;4941;13.70232066
30.6.2023;kksen437oy8282;P;0.0026173;NL;CBIB10;6420;0
30.6.2023;pihke313sa9311;P;0.0065278;BG;FKBG30;4778;2.61836576
30.6.2023;wfyms706hj9422;P;0.033939;BG;FKBG30;4671;10.93363278
30.6.2023;xszbg473ip6775;P;0.0069294;BG;FJHB10;6820;0
30.6.2023;uqhwv733ha8642;P;0.0091586;BG;FJHB10;4690;8.19153249
30.6.2023;xgnrh241by6997;P;0.0655789;BG;CJHB10;0113;0.00051129
30.6.2023;iutvw205ty7603;P;0.0069294;BG;FJHB10;2014;32.3775422
30.6.2023;waezf367vd8036;P;0.0249841;BG;FKBG30;7490;2.97065125
30.6.2023;hdxfu660xw3491;P;0.0123123;BG;PA*B10;9700;0
30.6.2023;xsqtp251wu2629;P;0.0571307;BG;FJHB10;4120;1.31455152
30.6.2023;izcjn741zd4604;P;0.0568339;BG;SJIB10;3109;1.56150928
30.6.2023;gswai935si2010;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;wbhgd869qp4875;P;0.0032171;BG;PB*B20;9700;0
30.6.2023;xnpfu285uw1612;P;0.0285565;BG;PB*B20;9700;0
30.6.2023;spoqy592dh3150;P;0.0201361;BG;FJHB10;4635;13.4507612
30.6.2023;wcbvj574oe5135;P;0.0074027;BG;PA*B20;9700;0
30.6.2023;vklgx248po9070;P;0.021757;BG;PA*B20;9700;0
30.6.2023;qgrjm405nj4635;P;0.0325883;BG;FJHB10;4711;2.10348696
30.6.2023;jotkc772aw7537;P;0.0095323;BG;PA*B20;9700;0
30.6.2023;xlufy457fx7267;P;0.0444154;BG;FJHB10;5510;2.16791072
30.6.2023;nuank435ai1669;P;0.0158968;BG;SAJB10;6920;0
30.6.2023;xfvtw996hm2994;P;0.0024486;BG;PB*B20;9700;0
30.6.2023;guwmn938ks2888;P;0.0048216;BG;PB*B20;9700;0
30.6.2023;idffa363nh5404;D;1;BG;PB*B20;9700;0
30.6.2023;vvulg146do9370;P;0.0264763;BG;PB*B20;9700;0
30.6.2023;fsjlo551vr2161;P;0.0032344;BG;PB*B20;9700;0
30.6.2023;dfmus589fw7971;P;0.0018216;BG;PB*B20;9700;0
30.6.2023;mlcbo683zh6894;P;0.001347;BG;PB*B20;9700;0
30.6.2023;bqeqp484ys2775;P;0.0025571;BG;PB*B20;9700;0
30.6.2023;oxzjv580wm5520;D;1;BG;PB*B20;9700;0
30.6.2023;dhqwe188xg4117;P;0.1086153;BG;PB*B20;9700;0
30.6.2023;omxrt379vf6565;P;0.0032344;BG;PB*B20;9700;0
30.6.2023;xjjic836pv8386;P;0.0108913;BG;PB*B20;9700;0
30.6.2023;ddrfn441ag9479;P;0.0075793;BG;PB*B20;9700;0
30.6.2023;wfvwc109lw9767;P;0.0380167;BG;PB*B20;9700;0
30.6.2023;ddgws759pc6281;P;0.0043299;BG;PB*B20;9700;0
30.6.2023;ibrua936ik6146;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;uqkpq954mu9571;P;0.1323491;BG;PB*B20;9700;0
30.6.2023;maobv744bv3349;D;1;BG;PB*B20;9700;0
30.6.2023;yufxf564ze9220;P;0.0019073;BG;PB*B20;9700;0
30.6.2023;zfzjn387vg6116;P;0.0027724;BG;PB*B20;9700;0
30.6.2023;bapxl436pl8080;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;drnuk150ik1369;P;0.0033076;BG;PB*B20;9700;0
30.6.2023;iijqy483ch3854;P;0.0999239;BG;PB*B20;9700;0
30.6.2023;cuemc782yj2315;P;0.0775715;BG;PB*B20;9700;0
30.6.2023;zihzs750tn4102;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;dsncw740tp3130;P;0.00139;BG;PB*B20;9700;0
30.6.2023;miguu314hn8670;P;0.0041014;BG;PB*B20;9700;0
30.6.2023;qtlpl127eh4275;P;0.0420172;BG;PB*B20;9700;0
30.6.2023;xhkia698sj2587;D;1;BG;PB*B20;9700;0
30.6.2023;rqead336fg7143;P;0.2801874;BG;PB*B20;9700;0
30.6.2023;iucgf210zw2642;P;0.1414802;BG;PB*B20;9700;0
30.6.2023;nypdu949bn4595;P;0.0141102;BG;PB*B20;9700;0
30.6.2023;zdafs958dv4535;P;0.037;BG;PA*B20;9700;0
30.6.2023;srebk866ay6496;P;0.0032344;BG;PB*B20;9700;0
30.6.2023;dqoxa203yv6741;P;0.0054757;BG;PB*B20;9700;0
30.6.2023;zefvg109aj2309;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;uckaq224fy3574;P;0.0013329;BG;PB*B20;9700;0
30.6.2023;mfbcj760ph6766;P;0.1343272;BG;PB*B20;9700;0
30.6.2023;cdyrd495ew2490;P;0.0067337;BG;PB*B20;9700;0
30.6.2023;sauyz910ca3180;P;0.3046836;BG;PB*B20;9700;0
30.6.2023;cgcgs869yw8693;P;0.0026247;BG;PB*B20;9700;0
30.6.2023;nwuxc269mz7957;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;iaafc593wr5912;P;0.0393218;BG;PB*B20;9700;0
30.6.2023;iqfie440ms6580;P;0.0014021;BG;PB*B20;9700;0
30.6.2023;liqgt565qk8897;P;0.1562839;BG;PB*B20;9700;0
30.6.2023;yascl677hz7547;P;0.0132484;BG;PB*B20;9700;0
30.6.2023;ypqci892ek4792;P;0.2855539;BG;PB*B20;9700;0
30.6.2023;adhye592fq2109;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;fnyal984zm9446;P;0.0020551;BG;PB*B20;9700;0
30.6.2023;mepmc115db5574;P;0.035218;BG;PB*B20;9700;0
30.6.2023;cgtae627dh8073;P;0.0086825;BG;PB*B20;9700;0
30.6.2023;autop474zb4388;P;0.0302337;BG;PB*B20;9700;0
30.6.2023;fqgqt326kl2984;P;0.0113253;BG;PB*B20;9700;0
30.6.2023;rksbz429vl5785;P;0.0015792;BG;PB*B20;9700;0
30.6.2023;bekqy712lq1471;P;0.0022124;BG;PB*B20;9700;0
30.6.2023;arjhz340db7204;P;0.0196081;BG;PB*B20;9700;0
30.6.2023;lraom249xm7598;P;0.0013192;BG;PB*B20;9700;0
30.6.2023;ktcav974ci8471;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;xzlpx678xl6791;P;0.0038771;BG;PB*B20;9700;0
30.6.2023;bdujm148ib1340;P;0.0133679;BG;PB*B20;9700;0
30.6.2023;lszsn971vh5043;P;0.0012637;BG;PB*B20;9700;0
30.6.2023;gopst550oh5849;P;0.0023051;BG;PB*B20;9700;0
30.6.2023;nbwus549rt7351;P;0.020066;BG;PB*B20;9700;0
30.6.2023;ziych275ys4165;P;0.0096863;BG;PB*B20;9700;0
30.6.2023;hgoli406bj7756;P;0.0074849;BG;PB*B20;9700;0
30.6.2023;ygcoy704la7098;D;1;BG;PB*B20;9700;0
